objectid,hospital_category,hospital_name,hospital_id,no_of_wards,district_name,source,gfcode,description,x_coordinate,y_coordinate,province_name,address,gon_division,telephone,institute,ownership
"16691",Clinic,Clinic Center - Iththakanda,"2649",,Ratnapura,,,,"80.635943","6.415923",Sabaragamuwa,"Clinic Center Iththakanda,Rathnapura.",203A Iththakanda, ,Clinic Center - Iththakanda, 
"16692",Clinic,Clinic Center - Annfield,"6670",,Nuwara Eliya,,,,"80.63654","6.873208",Central,"Clinic Center , Annfield,Bogawanthalawa,Nuwaraeliya.",319 I - Annfield, ,Clinic Center - Annfield, 
"16693",Divisional Hospital,Divisional Hospital - Nalanda,"7246",,Matale,,,,"80.636815","7.665002",Central, , , ,Divisional Hospital - Nalanda, 
"16694",Clinic,Nalanda Hospital Clinic,"7393",,Matale,,,,"80.636815","7.665002",Central, , , ,Nalanda Hospital Clinic, 
"16695",Clinic,Clinic centre - Karuwana,"4080",,Kandy,,,,"80.636991","7.178104",Central,"Clinic centre, Karuwana",1160-Wariyagala, ,Clinic centre - Karuwana, 
"16696",Clinic,Guralawela Clinic,"6475",,Matale,,,,"80.637021","7.413464",Central, , , ,Guralawela Clinic, 
"16697",Clinic,Clinic centre - Nillamba B,"4091",,Kandy,,,,"80.637166","7.193449",Central,"Clinic centre, Nillamba B",1138-Nawa Nillamba, ,Clinic centre - Nillamba B, 
"16698",MOH Office,MOH - Kandy Municipal Council,"4170",,Kandy,,,,"80.637324","7.298749",Central,"MOH Kandy Municipal Council, Kandy Municipal Council,Kandy.",257 - Mahanuwara, ,MOH - Kandy Municipal Council, 
"16699",Clinic,Clinic Center - Pangollamada,"4004",,Kandy,,,,"80.637607","7.390708",Central,"Clinic Center Pangollamada, Akurana,Kandy.",573 - Pangollamada, ,Clinic Center - Pangollamada, 
"16700",PMCU,Central Dispensary - Udawela,"2625",,Ratnapura,,,,"80.638058","6.61091",Sabaragamuwa,"Central Dispensary Udawela,Rathnapura.",246B Palandakanda, ,Central Dispensary - Udawela, 
"16701",Clinic,Clinic Center - Udawela,"2626",,Ratnapura,,,,"80.638058","6.61091",Sabaragamuwa,"Clinic Center Udawela,Rathnapura.",246B Palandakanda, ,Clinic Center - Udawela, 
"16702",Divisional Hospital,Divisional Hospital -Rassagala,"7265",,Ratnapura,,,,"80.638406","6.692282",Sabaragamuwa, , , ,Divisional Hospital -Rassagala, 
"16703",Clinic,Clinic - Rassagala DH,"8593",,Ratnapura,,,,"80.638406","6.692282",Sabaragamuwa, , , ,Clinic - Rassagala DH, 
"16704",Divisional Hospital,Divisional Hospital-North Medakumbura,"6574",,Nuwara Eliya,,,,"80.638952","6.980283",Central,"Divisional Hospital,North Medakumbura",468 K - Madakumbura North,052-3519401,Divisional Hospital-North Medakumbura, 
"16705",Clinic,Clinic Center-North Medakumbura,"6575",,Nuwara Eliya,,,,"80.638952","6.980283",Central,"Divisional Hospital,North Medakumbura",468 - Madakumbura, ,Clinic Center-North Medakumbura, 
"16706",PMCU,Madawala Hospital,"6160",,Matale,,,,"80.638976","7.612175",Central,"PMCU Madawala Ulpotha, Matale",Madawala Ulpotha,066-3668048,Madawala Hospital, 
"16707",Clinic,Madawala Clinic,"6159",,Matale,,,,"80.639223","7.612199",Central,"PMCU Madawala Ulpotha, Matale",Madawala Ulpotha,066-3668048,Madawala Clinic, 
"16708",Clinic,Ranpathwila,"2837",,Anuradhapura,,,,"80.639326","8.399699",North Central,"Clinic centre-Ranpathwila,Kahatagasdigiliya",196-Rampathwila, ,Ranpathwila, 
"16709",Clinic,Clinic center-Denagama,"4727",,Matara,,,,"80.639407","6.115169",Southern,"Denagama, Hakmana.",280C-Denagama North, ,Clinic center-Denagama, 
"16711",Clinic,Ethabadiwewa,"6147",,Matale,,,,"80.640203","7.777305",Central,"Ethabadiwewa, Pannampitiya",Ethabadiwewa, ,Ethabadiwewa, 
"16712",Clinic,Ellewea,"2838",,Anuradhapura,,,,"80.64034","8.386976",North Central,"Clinic centre-Elle wewa ,Kahatagasdigiliya",197-Ellawewa, ,Ellewea, 
"16713",Clinic,Clinic Center - Kirkaswald,"6706",,Nuwara Eliya,,,,"80.640435","6.821213",Central,"Clinic Center , Kirkaswald,Bogawanthalawa,Nuwaraeliya.",319 G - Part of Kirkasworld, ,Clinic Center - Kirkaswald, 
"16714",Clinic,Moragahawela,"2839",,Anuradhapura,,,,"80.6405","8.438032",North Central,"Clinic centre-Moragahawela,Kahatagasdigiliya",202-Moragahawela, ,Moragahawela, 
"16715",Clinic,Clinic Center-Madakubura,"6576",,Nuwara Eliya,,,,"80.640619","7.008837",Central,"Clinic Center,Danukedeniya,Madakubura",468 M - Seen, ,Clinic Center-Madakubura, 
"16716",Clinic,Clinic center-Pathegama South,"4809",,Matara,,,,"80.640726","5.955646",Southern,"Welegoda road, Pathegama.",444C-Pathegama Central, ,Clinic center-Pathegama South, 
"16717",Clinic,Clinic Center - Jambugahapitiya(Aluthgama),"3945",,Kandy,,,,"80.640755","7.363098",Central,"Clinic Center,Divisional Hospital, Jambugahapitiya(Aluthgama), Pathadumbara Wattegama,Kandy.",624 - Mahakumbura, ,Clinic Center - Jambugahapitiya(Aluthgama), 
"16718",Divisional Hospital,Divisional Hospital - Jambugahapitiya(Aluthgama),"4125",,Kandy,,,,"80.640755","7.363098",Central,"Divisional Hospital Jambugahapitiya(Aluthgama), Pathadumbara Wattegama,Kandy.",624 - Mahakumbura,081 2493266,Divisional Hospital - Jambugahapitiya(Aluthgama), 
"16719",Clinic,Clinic center-Pathegama,"4764",,Matara,,,,"80.640765","5.955681",Southern,Pahegama.,444C-Pathegama Central, ,Clinic center-Pathegama, 
"16720",Clinic,Clinic Center-Delta Gemunupura,"6561",,Nuwara Eliya,,,,"80.640916","7.100265",Central,"Clinic Center,Delta Gamunupura",474 F - Deltagemunupura, ,Clinic Center-Delta Gemunupura, 
"16721",MOH Office,MOH-Hakmana,"4730",,Matara,,,,"80.641488","6.081337",Southern,Hakmana.,295-Kongala East, ,MOH-Hakmana, 
"16722",Clinic,Clinic center-Hakmana,"4731",,Matara,,,,"80.641488","6.081337",Southern,Hakmana.,295-Kongala East, ,Clinic center-Hakmana, 
"16723",Clinic,Clinic center-Beruwewela,"4732",,Matara,,,,"80.641563","6.081505",Southern,"Beruwewela, Hakmana",295-Kongala East, ,Clinic center-Beruwewela, 
"16724",Clinic,Ramadegala,"2850",,Anuradhapura,,,,"80.641618","7.912997",North Central,"Clinic centre, Ramadegala",652-Kithulhitiyawa, ,Ramadegala, 
"16725",Clinic,Clinic Center-Rassagala,"2521",,Ratnapura,,,,"80.642092","6.692799",Sabaragamuwa,"Central Dispensary-Rassagala,Balangoda",Polwathugoda, ,Clinic Center-Rassagala, 
"16726",Divisional Hospital,Divisional Hospital-Rassagala,"2555",,Ratnapura,,,,"80.642092","6.692799",Sabaragamuwa,"Divisional Hospital-Rassagala,Balangoda", ,"0453458829",Divisional Hospital-Rassagala, 
"16727",PMCU,Central Dispensary - Warapitiya,"3828",,Hambantota,,,,"80.642299","6.22783",Southern,"Central despensary,Kirama Road,Warapitiya",560 Keredeniya, ,Central Dispensary - Warapitiya,Provincial Council
"16728",Clinic,Clinic Center-Keredeniya,"3829",,Hambantota,,,,"80.642299","6.22783",Southern,"Clinic Center,Kirama Road,Warapitiya",560 Keredeniya, ,Clinic Center-Keredeniya, 
"16729",Clinic,Clinic - Warapitiya PMCU,"8254",,Hambantota,,,,"80.642299","6.22783",Southern, , , ,Clinic - Warapitiya PMCU, 
"16730",Clinic,Maberiya Clinic,"6474",,Matale,,,,"80.642329","7.417909",Central, , , ,Maberiya Clinic, 
"16731",PMCU,Central Despensary-Hakmana,"4733",,Matara,,,,"80.642505","6.080785",Southern,"Beruwewela, Hakmana",295-Kongala East, ,Central Despensary-Hakmana, 
"16732",Clinic,Kalapitiya Clinic Centre,"6555",,Nuwara Eliya,,,,"80.64251","7.045032",Central,"Weerasekarapura,Kalapitiya.",kalapitiya West, ,Kalapitiya Clinic Centre, 
"16733",PMCU,Narissa PMCU,"7446",,Ratnapura,,,,"80.642518","6.562391",Sabaragamuwa, , , ,Narissa PMCU, 
"16734",Clinic,Matalewatta Clinic,"6170",,Matale,,,,"80.642608","7.533312",Central,"Kottegoda, Matale",Kottegoda, ,Matalewatta Clinic, 
"16735",Clinic,Clinic - Katudeniya,"7492",,Matale,,,,"80.642698","7.439608",Central, , , ,Clinic - Katudeniya, 
"16736",Clinic,Clinic Center - Pallethalawinna,"4001",,Kandy,,,,"80.642903","7.341002",Central,"Clinic Center Pallethalawinna, Pathadumbara Wattegama,Kandy.",615 - Udathalavinna, ,Clinic Center - Pallethalawinna, 
"16737",Other Health Institute,PDHS - Central Province,"4186",,Kandy,,,,"80.643785","7.290695",Central,"PDHS Central Province, Gangawatakorale,Kandy.",220 - Boowelikada,081 2224336,PDHS - Central Province, 
"16738",Clinic,Clinic Center - Poyston,"6730",,Nuwara Eliya,,,,"80.64443","6.833598",Central,"Clinic Center , Poyston,Bogawanthalawa,Nuwaraeliya.",319 M - Tillary, ,Clinic Center - Poyston, 
"16739",Clinic,Clinic - Bandarapola,"7494",,Matale,,,,"80.644541","7.460937",Central, , , ,Clinic - Bandarapola, 
"16740",Clinic,Weragama Clinic,"6446",,Matale,,,,"80.644648","7.487038",Central, , , ,Weragama Clinic, 
"16741",Clinic,GHC - Muththaiyankaddu,"5052",,Mullaitivu,,,,"80.64468","9.21518",Northern,Muththaiyankaddu-Oddusuddan,Muththaiyankaddu Kulam, ,GHC - Muththaiyankaddu, 
"16742",Other Health Institute,Lakeside Avdentist Hospital,"4157",,Kandy,,,,"80.644887","7.287682",Central,"Lakeside Avdentist Hospital,Kandy.",220 - Boowelikada, ,Lakeside Avdentist Hospital, 
"16743",Clinic,Alugolla Clinic,"7394",,Matale,,,,"80.645116","7.687097",Central, , , ,Alugolla Clinic, 
"16744",Clinic,Konakumbukwewa,"2918",,Anuradhapura,,,,"80.645558","8.468332",North Central,"Clinic centre, Konakumbukwewa",90-Peenagama, ,Konakumbukwewa, 
"16745",Clinic,Bibila Clinic,"7389",,Matale,,,,"80.645745","7.72151",Central, , , ,Bibila Clinic, 
"16746",Other Health Institute,Anti Maleria Unit Kandy,"8686",,Kandy,,,,"80.645857","7.318055",Central, , , ,Anti Maleria Unit Kandy, 
"16747",Clinic,Clinic Center - Deegala,"3891",,Kandy,,,,"80.645868","7.381753",Central,"Clinic Center Deegala, Akurana,Kandy.",578 - Dunuvila North, ,Clinic Center - Deegala, 
"16748",Clinic,Clinic Center - Dunuwila,"3903",,Kandy,,,,"80.645868","7.381753",Central,"Clinic Center Dunuwila, Akurana,Kandy.",578 - Dunuvila North, ,Clinic Center - Dunuwila, 
"16749",Clinic,Clinic center-Belideniya,"4808",,Matara,,,,"80.646677","5.964038",Southern,"Belideniya, Hunnadeniya.",441A-Bambarenda West, ,Clinic center-Belideniya, 
"16750",Divisional Hospital,Divisional Hospital - Maldeniya,"6552",,Nuwara Eliya,,,,"80.647018","7.020809",Central,Maldeniya,Maldeniya,"512233262",Divisional Hospital - Maldeniya, 
"16751",Clinic,Clinic - Maldeniya,"8201",,Nuwara Eliya,,,,"80.647018","7.020809",Central, , , ,Clinic - Maldeniya, 
"16752",Clinic,Clinic Center - Buwelikada,"3883",,Kandy,,,,"80.647082","7.290952",Central,"Clinic Center Buwelikada, Kandy Municipal Council,Kandy.",220 - Boowelikada, ,Clinic Center - Buwelikada, 
"16753",Clinic,Clinic centre - Nillamba A,"4090",,Kandy,,,,"80.647822","7.190198",Central,"Clinic centre, Nillamba A",1137-Nillamba, ,Clinic centre - Nillamba A, 
"16754",Clinic,Clinic center-Dandeniya,"4815",,Matara,,,,"80.648509","5.998882",Southern,"Dandeniya-Kirinda road, Dandeniya.",450-Dandeniya North, ,Clinic center-Dandeniya, 
"16755",Clinic,Owala Clinic,"6447",,Matale,,,,"80.648625","7.498878",Central, , , ,Owala Clinic, 
"16757",Clinic,Clinic Center - Aruppala,"3870",,Kandy,,,,"80.649323","7.306725",Central,"Clinic Center Aruppala, Kandy Municipal Council,Kandy.",651 - Sirimalwatta West, ,Clinic Center - Aruppala, 
"16758",Clinic,Clinic Center-Kekiriobada,"3832",,Hambantota,,,,"80.649338","6.192392",Southern,"Clinic Center,Deiyandara Road,Egodabadda",556 Kekiriobada, ,Clinic Center-Kekiriobada, 
"16759",Clinic,Clinic Center - St Clair Estate,"6736",,Nuwara Eliya,,,,"80.649582","6.94532",Central,"Clinic Center , St Clair Estate,Kotagala,Nuwaraeliya.",475 C - Devon, ,Clinic Center - St Clair Estate, 
"16760",Clinic,Clinic center-Bambarenda,"4810",,Matara,,,,"80.650013","5.976221",Southern,"Rathmale road, Rathmale, Bambarenda.",450B-Bambarenda North, ,Clinic center-Bambarenda, 
"16761",PMCU,Central Dispensary - Udathalawinna,"3854",,Kandy,,,,"80.650177","7.343865",Central,"Central Dispensary Udathalawinna, Pathadumbara Wattegama,Kandy.",612 - Galdeniya,081 3822221,Central Dispensary - Udathalawinna, 
"16762",Clinic,Clinic Center - Udathalawinna,"4031",,Kandy,,,,"80.650177","7.343865",Central,"Clinic Center Udathalawinna, Pathadumbara Wattegama,Kandy.",612 - Galdeniya, ,Clinic Center - Udathalawinna, 
"16763",Clinic,Clinic Center-Ginnaliya,"4893",,Matara,,,,"80.650323","6.321479",Southern,"Clinic Center-Embilipitiya Road,Ginnaliya,Urubokka",246-Ginnaliya, ,Clinic Center-Ginnaliya, 
"16764",MOH Office,MOH office Dambulla MC,"6135",,Matale,,,,"80.650346","7.870998",Central,"Kandy road, Dambulla",Dambulla Town,66 2284778,MOH office Dambulla MC, 
"16765",Clinic,Central Clinic Dambulla,"6154",,Matale,,,,"80.650346","7.870998",Central,"MOH Office, Dambulla",Dambulla town,"662284778",Central Clinic Dambulla, 
"16766",Clinic,Rathmalgahaela,"6155",,Matale,,,,"80.650346","7.870998",Central,"MOH Office, Dambulla",Dambulla town,"662284778",Rathmalgahaela, 
"16767",Clinic,Dambulugama,"6156",,Matale,,,,"80.650346","7.870998",Central,"MOH Office, Dambulla",Dambulla town,"662284778",Dambulugama, 
"16768",Clinic,Thithawelgolla,"6157",,Matale,,,,"80.650346","7.870998",Central,"MOH Office, Dambulla",Dambulla town,"662284778",Thithawelgolla, 
"16769",Clinic,Yapagama,"6158",,Matale,,,,"80.650346","7.870998",Central,"MOH Office, Dambulla",Dambulla town,"662284778",Yapagama, 
"16770",Clinic,Clinic- Dambulla (PS) MOH Central,"8150",,Matale,,,,"80.650346","7.870998",Central, , , ,Clinic- Dambulla (PS) MOH Central, 
"16771",MOH Office,Dambulla PS MOH Office,"8151",,Matale,,,,"80.650346","7.870998",Central, , , ,Dambulla PS MOH Office, 
"16772",Clinic,Clinic Center - Troup,"6747",,Nuwara Eliya,,,,"80.650577","6.926547",Central,"Clinic Center , Troup,Kotagala,Nuwaraeliya.",475 R - Part of Coombewood, ,Clinic Center - Troup, 
"16773",Clinic,Clinic Center - Watagoda,"6752",,Nuwara Eliya,,,,"80.6507","6.962088",Central,"Clinic Center , Watagoda,Kotagala,Nuwaraeliya.",475 D - Part of Watagoda, ,Clinic Center - Watagoda, 
"16774",Base Hospital,Base Hospital Dambulla,"6153",,Matale,,,,"80.650895","7.871896",Central,"Kandy road, Dambulla",Dambulla Town,"662284761",Base Hospital Dambulla, 
"16775",MOH Office,MOH Office - Naula,"7248",,Matale,,,,"80.651088","7.70511",Central, , , ,MOH Office - Naula, 
"16776",Clinic,Clinic - Naula MOH  Central,"8154",,Matale,,,,"80.651088","7.70511",Central, , , ,Clinic - Naula MOH  Central, 
"16777",Clinic,Clinic Center - Uduwela,"4038",,Kandy,,,,"80.651858","7.259883",Central,"Clinic Center Uduwela, Thalathuoya (Pathahewaheta),Kandy.",952 - Monarangala, ,Clinic Center - Uduwela, 
"16778",Divisional Hospital,Divisional Hospital - Uduwela,"4151",,Kandy,,,,"80.651858","7.259883",Central,"Divisional Hospital Uduwela, Thalathuoya (Pathahewaheta),Kandy.",952 - Monarangala,081 2219537,Divisional Hospital - Uduwela, 
"16779",Clinic,Clinic Center-Gurubevila,"2460",,Ratnapura,,,,"80.651918","6.705772",Sabaragamuwa,"Clinic Center-Gurubevila,Helapandeniya,Balangoda",Penideniya, ,Clinic Center-Gurubevila, 
"16780",MOH Office,MOH-Weerakatiya,"3746",,Hambantota,,,,"80.652431","6.144636",Southern,"MOH,Tangalle Road,Weerakatiya",338 Weeraketiya West,"0472246130",MOH-Weerakatiya,Provincial Council
"16781",Clinic,Clinic Center-MOH-Weerakatiya,"3747",,Hambantota,,,,"80.652431","6.144636",Southern,"MOH,Tangalle Road,Weerakatiya",338 Weeraketiya West, ,Clinic Center-MOH-Weerakatiya, 
"16782",Clinic,Clinic center-Wepathira,"4726",,Matara,,,,"80.652578","6.097605",Southern,"Wepathaira West, Hakmana",283-Wepathaira North, ,Clinic center-Wepathira, 
"16783",Divisional Hospital,Divisional Hospital - Nedunkerny,"1451",,Vavuniya,,,,"80.65264","9.05397",Northern,"Mullaiteevu Rd, Nedunkerny. Vavuniya", ,"242053016",Divisional Hospital - Nedunkerny,Provincial Council
"16784",Clinic,Clinic Center - Vijeriya,"2644",,Ratnapura,,,,"80.653175","6.433087",Sabaragamuwa,"Clinic Center Vijeriya,Rathnapura.",203 Wijeriya, ,Clinic Center - Vijeriya, 
"16785",Clinic,Rathwaththa,"6469",,Matale,,,,"80.653301","7.424469",Central, , , ,Rathwaththa, 
"16786",Clinic,Clinic center-Hettiyawala,"4739",,Matara,,,,"80.653935","6.057886",Southern,"Hettiyawala, Kirinda Puhulwella.",325A-Hettiyawala East, ,Clinic center-Hettiyawala, 
"16787",Clinic,Clinic Center - Ferham,"6691",,Nuwara Eliya,,,,"80.653962","6.908963",Central,"Clinic Center , Ferham, Lindula,Nuwaraeliya.",475T - Eildonhall, ,Clinic Center - Ferham, 
"16788",Clinic,Clinic center-Walakanda,"4743",,Matara,,,,"80.654837","6.027268",Southern,"Walakanda South, Kirinda Puhulwella.",327B-Walakanda East, ,Clinic center-Walakanda, 
"16789",Clinic,Clinic Center - Akarella,"2624",,Ratnapura,,,,"80.654902","6.584238",Sabaragamuwa,"Clinic Center Akarella,Rathnapura.",241 Akaralla, ,Clinic Center - Akarella, 
"16790",Clinic,Clinic Center-Ferland,"6573",,Nuwara Eliya,,,,"80.655019","7.009668",Central,"Clinic Center,Ferland Estate,Pudaluoya",468 K - Madakumbura North, ,Clinic Center-Ferland, 
"16791",Clinic,Clinic Center - Bibilegama,"2607",,Ratnapura,,,,"80.656153","6.472418",Sabaragamuwa,"Clinic Center Bibilegama,Rathnapura.",Bibilegama East, ,Clinic Center - Bibilegama, 
"16792",Divisional Hospital,Divisional Hospital A - Godakawela,"2605",,Ratnapura,,,,"80.656197","6.501962",Sabaragamuwa,"District Hospital Godakawela,Rathnapura.",Balavinna West,"0452240361",Divisional Hospital A - Godakawela, 
"16793",Clinic,Clinic Center - Godakawela,"2606",,Ratnapura,,,,"80.656197","6.501962",Sabaragamuwa,"Clinic Center Godakawela,Rathnapura.",Balavinna West, ,Clinic Center - Godakawela, 
"16794",Clinic,Clinic - Pigalella,"7591",,Hambantota,,,,"80.656794","6.239562",Southern, , , ,Clinic - Pigalella, 
"16795",MOH Office,MOH - Godakawela,"2609",,Ratnapura,,,,"80.656811","6.502119",Sabaragamuwa,"MOH Godakawela,Rathnapura.",Balavinna East,"0452240278",MOH - Godakawela, 
"16796",Clinic,Clinic - Godakawela MOH,"8615",,Ratnapura,,,,"80.656811","6.502119",Sabaragamuwa, , , ,Clinic - Godakawela MOH, 
"16797",Clinic,Clinic Center - Bambarakelle Estate,"6673",,Nuwara Eliya,,,,"80.656863","6.899557",Central,"Clinic Center , Bambarakelle Estate, Lindula,Nuwaraeliya.",475 U - Rahanwatta, ,Clinic Center - Bambarakelle Estate, 
"16798",Clinic,Clinic Center-Kubaloluwa,"6570",,Nuwara Eliya,,,,"80.656967","7.030678",Central,"Clinic Center,Kubaloluwa,Pudaluoya",468 C - PundaluOya, ,Clinic Center-Kubaloluwa, 
"16799",MOH Office,Ambanganga korale MOH,"6437",,Matale,,,,"80.657287","7.579133",Central, ,Kumbaloluwa, ,Ambanganga korale MOH, 
"16800",Clinic,Clinic - Ambagahakorale MOH,"8162",,Matale,,,,"80.657287","7.579133",Central, , , ,Clinic - Ambagahakorale MOH, 
"16801",Clinic,Kumbaloluwa Clinic,"6436",,Matale,,,,"80.657294","7.579075",Central, ,Kumbaloluwa, ,Kumbaloluwa Clinic, 
"16802",PMCU,PMCU Gurubebila,"7250",,Matale,,,,"80.657733","7.525268",Central, , , ,PMCU Gurubebila, 
"16803",Clinic,Clinic - Gurubebila PMCU,"8161",,Matale,,,,"80.657733","7.525268",Central, , , ,Clinic - Gurubebila PMCU, 
"16804",Clinic,Rajjammana Clinic,"6171",,Matale,,,,"80.658347","7.618899",Central,"Rajjammana, Madawala Ulpotha",Rajjammana, ,Rajjammana Clinic, 
"16805",Clinic,Clinic Center-Helsirigama,"6566",,Nuwara Eliya,,,,"80.658588","7.078581",Central,"Clinic Center,Helsirigama,Katukithula",472 - Ramboda Game, ,Clinic Center-Helsirigama, 
"16806",Clinic,Clinic Center - Thalawakele Estate,"6741",,Nuwara Eliya,,,,"80.658694","6.937655",Central,"Clinic Center , Thalawakele Estate,Lindula,Nuwaraeliya.",475 E - Part of Thalawakele, ,Clinic Center - Thalawakele Estate, 
"16807",Clinic,Clinic center-Kembiliyapala,"4725",,Matara,,,,"80.658768","6.087448",Southern,"Kembiliyapola South, Hakmana.",115-Kebiliyapola South, ,Clinic center-Kembiliyapala, 
"16808",Clinic,CC-Nedunkeny,"1524",,Vavuniya,,,,"80.658809","9.058568",Northern,"Nedunkeny, Vavuniya.", , ,CC-Nedunkeny, 
"16809",Clinic,Clinic Center - Polgolla,"4010",,Kandy,,,,"80.658835","7.325097",Central,"Clinic Center Polgolla, Pathadumbara Wattegama,Kandy.",668 - Gabadagama South, ,Clinic Center - Polgolla, 
"16810",Clinic,Clinic centre - Polgolla,"4093",,Kandy,,,,"80.658872","7.325088",Central,"Clinic centre, Polgolla",609-Polgolla, ,Clinic centre - Polgolla, 
"16811",Clinic,Kaduwela Clinic,"6473",,Matale,,,,"80.659277","7.398766",Central, , , ,Kaduwela Clinic, 
"16812",Clinic,Clinic center-Hunnadenia,"4807",,Matara,,,,"80.660146","5.962442",Southern,"Sri Sarananda mawatha, Maliyadda, Hunnadeniya.",441C-Bambarenda East, ,Clinic center-Hunnadenia, 
"16813",Clinic,Clinic Center - Heaya Estate,"2656",,Ratnapura,,,,"80.660245","6.366502",Sabaragamuwa,"Clinic Center Heaya Estate,Rathnapura.",206A Boraluwageaina, ,Clinic Center - Heaya Estate, 
"16814",Clinic,Clinic Center-Rajapuragoda,"3833",,Hambantota,,,,"80.660341","6.133797",Southern,"Clinic Center,Pallekanda Road,Rajapuragoda",473 Rajapuragoda, ,Clinic Center-Rajapuragoda, 
"16815",Divisional Hospital,Divisional Hospital - Oddusuddan,"5048",,Mullaitivu,,,,"80.66041","9.16293",Northern,Oddusuddan,Oddusuddan,"212061727",Divisional Hospital - Oddusuddan, 
"16816",Clinic,Clinic - Oddusudan DH,"8185",,Mullaitivu,,,,"80.66041","9.16293",Northern, , , ,Clinic - Oddusudan DH, 
"16817",Clinic,Koswana Clinic,"6448",,Matale,,,,"80.660708","7.501058",Central, , , ,Koswana Clinic, 
"16818",Clinic,Clinic Center - Holyrood,"6701",,Nuwara Eliya,,,,"80.660722","6.948047",Central,"Clinic Center , Holyrood,Kotagala,Nuwaraeliya.",475 S - Part of Holyrood, ,Clinic Center - Holyrood, 
"16819",PMCU,PMCU - Bogeswewa,"1462",,Vavuniya,,,,"80.66122","8.875625",Northern,"Bogeswewa,  Vavuniya.",Bogaswewa,"243201321",PMCU - Bogeswewa,Provincial Council
"16820",Clinic,Clinic Center - Elidon Hall Estate,"6690",,Nuwara Eliya,,,,"80.661437","6.905867",Central,"Clinic Center , Elidon Hall Estate, Lindula,Nuwaraeliya.",475T - Eildonhall, ,Clinic Center - Elidon Hall Estate, 
"16821",MOH Office,MOH Office - Oddusuddan,"5055",,Mullaitivu,,,,"80.66163","9.16276",Northern,Oddusuddan,Oddusuddan, ,MOH Office - Oddusuddan, 
"16822",Clinic,Clinic - Oddusudan MOH Central,"8186",,Mullaitivu,,,,"80.661722","9.162699",Northern, , , ,Clinic - Oddusudan MOH Central, 
"16823",Clinic,Clinic - Hapuvinda,"7495",,Matale,,,,"80.661979","7.445081",Central, , , ,Clinic - Hapuvinda, 
"16824",Clinic,Clinic Center - Perawaththa,"4007",,Kandy,,,,"80.662824","7.203036",Central,"Clinic Center Perawaththa, Galaha,Kandy.",980 - Perawatta East, ,Clinic Center - Perawaththa, 
"16825",MOH Office,MOH - Galaha,"4163",,Kandy,,,,"80.662824","7.203036",Central,"MOH Galaha, Galaha,Kandy.",980 - Perawatta East,081 2467601,MOH - Galaha,Provincial Council
"16826",Clinic,Clinic - Galaha MOH,"8224",,Kandy,,,,"80.662824","7.203036",Central, , , ,Clinic - Galaha MOH, 
"16827",PMCU,PMCU-Pudaluoya,"6571",,Nuwara Eliya,,,,"80.663034","7.012763",Central,"PMCU,Pudaluoya",468 C - PundaluOya,"0512233389",PMCU-Pudaluoya,Provincial Council
"16828",Clinic,Clinic Center-Pudaluoya,"6572",,Nuwara Eliya,,,,"80.663034","7.012763",Central,"PMCU,Pudaluoya",468 C - PundaluOya, ,Clinic Center-Pudaluoya, 
"16829",Clinic,Clinic Center-Helboda,"6564",,Nuwara Eliya,,,,"80.663657","7.086729",Central,"Clinic Center,Helboda",474 J - Helboda, ,Clinic Center-Helboda, 
"16830",Divisional Hospital,Divisional Hospital - Muwandeniya,"6459",,Matale,,,,"80.664022","7.465128",Central, , , ,Divisional Hospital - Muwandeniya, 
"16831",Clinic,Clinic Center-Karivilakanda,"3741",,Hambantota,,,,"80.664061","6.294659",Southern,"Clinic Center,Uruokka Road,Karivilakanda",527 Karivilakanda, ,Clinic Center-Karivilakanda, 
"16832",Clinic,Muwandeniya DH Clinic,"6458",,Matale,,,,"80.664167","7.464757",Central, , , ,Muwandeniya DH Clinic, 
"16833",Clinic,Clinic centre - Pupuressa 1,"4094",,Kandy,,,,"80.6647","7.129131",Central,"Clinic centre, Pupuressa 1",1181-Pupuressa, ,Clinic centre - Pupuressa 1, 
"16834",Clinic,Clinic centre - Pupuressa 2,"4095",,Kandy,,,,"80.6647","7.129131",Central,"Clinic centre, Pupuressa 2",1181-Pupuressa, ,Clinic centre - Pupuressa 2, 
"16835",Clinic,Clinic Center-Konkarahena,"3773",,Hambantota,,,,"80.664704","6.228305",Southern,"Clinic Center,Middeniya Road,Konkarahena",541 Konkarahena, ,Clinic Center-Konkarahena, 
"16836",Clinic,Nayakubura,"6146",,Matale,,,,"80.664774","7.756567",Central,"Nayakubura, Lenadora",Lenadora South, ,Nayakubura, 
"16837",Clinic,Lenadora,"6148",,Matale,,,,"80.664774","7.756567",Central,"Lenadora, Dambulla",Lenadora South,66 2246564,Lenadora, 
"16838",Divisional Hospital,Divisonal Hospital Lenadora,"6151",,Matale,,,,"80.664774","7.756567",Central,"Kalundewa road, Lenadora",Lenadora South,66 2246564,Divisonal Hospital Lenadora, 
"16839",Clinic,Clinic Center-Wathukanda,"3742",,Hambantota,,,,"80.665284","6.251033",Southern,"Clinic Center,Walasmulla Road,Wathukanda",543 Karametiya, ,Clinic Center-Wathukanda, 
"16840",Clinic,Clinic Center - Ampitiya,"3864",,Kandy,,,,"80.665347","7.266767",Central,"Clinic Center Ampitiya, Gangawatakorale,Kandy.",273 - Ulpathakumbura, ,Clinic Center - Ampitiya, 
